0	0
0.0005	1.31080068296728
0.001	2.50228205589865
0.0015	3.47980357288235
0.002	4.19248790251572
0.0025	4.64239690375564
0.003	4.88175204000724
0.0035	4.99888684889599
0.004	5.09619503548295
0.0045	5.26516496607344
0.005	5.56425137611421
0.0055	6.00467694512579
0.006	6.54743101185449
0.0065	7.11215849094172
0.007	7.5958989521777
0.0075	7.89737018080713
0.008	7.94121160668898
0.0085	7.69660397362412
0.009	7.18596249365373
0.0095	6.48166824455377
0.01	5.69153742177316
0.0105	4.93630385958762
0.011	4.32421700733057
0.0115	3.928516863903
0.012	3.77288823122766
0.0125	3.82817004676968
0.013	4.02101991385934
0.0135	4.25249924531197
0.014	4.42227705620322
0.0145	4.45286968270718
0.015	4.30833281291108
0.0155	4.00310121444576
0.016	3.59893722873622
0.0165	3.19068221737454
0.017	2.88407934623217
0.0175	2.77076143400642
0.018	2.90615568783551
0.0185	3.29539702336272
0.019	3.89051434625134
0.0195	4.59957809153121
0.02	5.30576246609644
0.0205	5.89200860726322
0.021	6.26569454998874
0.0215	6.37771772360691
0.022	6.23167567999898
0.0225	5.88109766091221
0.023	5.41541415729051
0.0235	4.93792741645909
0.024	4.54087293087811
0.0245	4.28332186606539
0.025	4.17701613410634
0.0255	4.18340237282654
0.026	4.22255683792048
0.0265	4.19196010088641
0.027	3.99081481582318
0.0275	3.54432092697323
0.028	2.82232373759682
0.0285	1.84803122351157
0.029	0.694764599161086
0.0295	-0.528558872707962
0.03	-1.69993588711285
0.0305	-2.70967804864111
0.031	-3.48294241508984
0.0315	-3.99428925085139
0.032	-4.27099103786809
0.0325	-4.38439226705764
0.033	-4.43135407850342
0.0335	-4.51008505288288
0.034	-4.69594008611347
0.0345	-5.02277005999213
0.035	-5.47412593448508
0.0355	-5.98635513838963
0.036	-6.46289498126488
0.0365	-6.79649359811737
0.037	-6.89426361310879
0.0375	-6.6998156552846
0.038	-6.20737905305506
0.0385	-5.46464444718749
0.039	-4.56363925727091
0.0395	-3.62168192141413
0.04	-2.75672821099717
0.0405	-2.06270340451825
0.041	-1.59041444656185
0.0415	-1.33835641125914
0.042	-1.25546085814167
0.0425	-1.25509929312356
0.043	-1.23707930586475
0.0435	-1.11254402595781
0.044	-0.826025749486681
0.0445	-0.369562952361109
0.045	0.214384555243761
0.0455	0.841913258968889
0.046	1.40650412475036
0.0465	1.80339346342648
0.047	1.95389972297096
0.0475	1.82412054445078
0.048	1.43369544642255
0.0485	0.852597217214604
0.049	0.18665019007439
0.0495	-0.444950342610413
0.05	-0.935016242685415
0.0505	-1.21088118972844
0.051	-1.2489497202556
0.0515	-1.07800472497081
0.052	-0.770572788181754
0.0525	-0.424381129721599
0.053	-0.138206982979245
0.0535	0.0122992765652285
0.054	-0.0067647100211791
0.0545	-0.178790600728093
0.055	-0.439792062999971
0.0555	-0.692736577820105
0.056	-0.829805782852168
0.0565	-0.757488459413022
0.057	-0.418752226474095
0.0575	0.192799762942345
0.058	1.03005335038546
0.0585	2.00147906949993
0.059	2.99015386129103
0.0595	3.87839614450996
0.06	4.57242095098888
0.0605	5.02142133614331
0.061	5.2267619155117
0.0615	5.23923693943128
0.062	5.14507952287384
0.0625	5.04398412294575
0.063	5.02423112773796
0.0635	5.14066206577852
0.064	5.40059545108367
0.0645	5.76094763063342
0.065	6.13724859272587
0.0655	6.42250947472132
0.066	6.51163282610518
0.0665	6.32577779287459
0.067	5.83109349323261
0.0675	5.04751492529844
0.068	4.04558353011188
0.0685	2.93198972067018
0.069	1.82711088275099
0.0695	0.839645563270275
0.07	0.0441043547740045
0.0705	-0.533740657473252
0.071	-0.920172106917297
0.0715	-1.18490856527077
0.072	-1.42258432286764
0.0725	-1.72862818698152
0.073	-2.17512207583147
0.0735	-2.79222068615723
0.074	-3.55943417967969
0.0745	-4.40880988058275
0.075	-5.23931566428756
0.0755	-5.93915339840424
0.076	-6.41090541624894
0.0765	-6.59375894879794
0.077	-6.47771368747173
0.0775	-6.10650516866842
0.078	-5.56855302175819
0.0785	-4.97797830887773
0.079	-4.45000180999702
0.0795	-4.07631586727151
0.08	-3.90602305136726
0.0805	-3.93645543329041
0.081	-4.11592185400755
0.0815	-4.35769655354394
0.082	-4.56198722017436
0.0825	-4.64079391937724
0.083	-4.53991087857101
0.0835	-4.25298174755576
0.084	-3.82434473649244
0.0845	-3.33997855620497
0.085	-2.90859339818189
0.0855	-2.63717694271547
0.086	-2.60658431621151
0.0865	-2.85275983058279
0.087	-3.35789725561854
0.0875	-4.05357755452589
0.088	-4.83518776140887
0.0885	-5.58434839624185
0.089	-6.1942494927014
0.0895	-6.59213539192647
0.09	-6.75383695195437
0.0905	-6.70707575230998
0.091	-6.52283983541293
0.0915	-6.29686455889493
0.092	-6.12551886669727
0.0925	-6.08167744081542
0.093	-6.19615953744852
0.0935	-6.44903583270093
0.094	-6.7728385196107
0.0945	-7.066976475307
0.095	-7.22008290845306
0.0955	-7.13519745144427
0.096	-6.7520265678218
0.0965	-6.06118637907721
0.097	-5.10715954776345
0.0975	-3.97927424551484
0.098	-2.79274848778653
0.0985	-1.66411083289064
0.099	-0.686589315906936
0.0995	0.0889387317618987
0.1	0.663122658240795
0.1005	1.08539317521107
0.101	1.43998252571743
0.1015	1.8239720405435
0.102	2.32245541714489
0.1025	2.98656537141679
0.103	3.81945250982603
0.1035	4.77347934113978
0.104	5.75931769372375
0.1045	6.66490438080262
0.105	7.37994411610592
0.1055	7.8203696851175
0.106	7.94717042658367
0.1065	7.77528114918252
0.107	7.37049144442149
0.1075	6.83507065062592
0.108	6.28538007435013
0.1085	5.82657148825329
